"ID","GROUP","CHEF_CLUB","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
47,1,0,2,53.3,25,101.7,105,110.8,112.5,108.3,128.7,149.3,136.5,128.2,111.2,0,0,0,0,0
48,3,0,7,0,14,114.2,114.2,98.3,86.7,87.5,139.4,148.2,128.2,93.6,83,0,0,0,0,0
49,1,0,4,30,18,112.5,117.5,114.2,115,116.7,72.4,32.2,60.7,99.5,116.8,0,0,0,0,0
50,1,0,8,23.3,23,170,179.2,180.8,175.8,182.5,166.8,192,226,213.8,154.1,0,0,0,0,0
51,4,0,8,23.3,17,169.2,175.8,150,164.2,144.2,129.5,159.2,158.8,169,178.8,0,1,0,0,0
52,5,0,7,23.3,20,148.3,135.8,146.7,151.7,150,147.9,134.8,149.4,121.1,145.2,0,0,0,0,0
53,4,0,1,96.7,17,104.2,94.2,103.3,98.3,95.8,74.8,121.1,98.8,108.9,62.3,0,0,0,0,0
54,2,0,3,60,31,170.8,165,173.3,178.3,175.8,201.2,212,195.9,195.8,183.6,0,0,0,0,0
55,4,0,2,56.7,14,107.5,101.7,100,109.2,102.5,81.2,87.2,62.3,80,76.7,0,0,0,0,0
56,3,0,5,36.7,29,153.3,167.5,170.8,173.3,170.8,176.8,185.4,184.2,189.3,153.9,0,0,0,1,1
57,2,0,5,33.3,16,148.3,151.7,151.7,151.7,147.5,108.8,110,125.7,133.9,115.9,0,0,0,0,0
58,5,0,2,56.7,16,105,120.8,112.5,110.8,110.8,85.3,72,71.8,77.1,88.2,0,0,0,0,0
59,5,0,6,23.3,29,144.2,143.3,148.3,138.3,137.5,142,148.6,170.4,154.9,158.2,0,0,0,0,0
60,3,0,1,96.7,14,98.3,102.5,104.2,95.8,97.5,120.7,162.1,138,122.2,134.7,0,0,0,0,0
61,1,0,4,50,24,198.3,199.2,193.3,196.7,189.2,177.1,206.3,193.1,171.2,177.9,1,0,0,1,1
62,4,0,5,20,17,111.7,113.3,106.7,99.2,96.7,133.2,103.6,78.2,71.8,30.2,0,0,0,0,0
63,2,0,5,30,26,147.5,146.7,143.3,150,150.8,174.5,172.8,194.2,198.2,198.3,0,0,0,0,0
64,3,0,5,40,18,180,184.2,175,180.8,180.8,173.6,170.2,176.6,169.8,173.2,0,0,0,0,0
65,3,0,2,53.3,19,105.8,113.3,116.7,118.3,115,142.1,147.6,135.2,114.8,148.7,0,0,0,0,0
66,4,0,8,20,22,145.8,140,138.3,148.3,156.7,162.5,185.1,157.9,147.4,170,0,0,0,0,0
67,4,0,6,16.7,17,105,114.2,99.2,107.5,105,141.5,78.8,59.7,89.1,88.5,0,0,0,0,0
68,4,0,4,63.3,28,205.8,222.5,215.8,221.7,243.3,256.8,219.6,231.9,230.2,249.2,0,0,0,0,0
69,5,0,4,50,26,171.7,179.2,175.8,178.3,187.5,177.3,167.4,221.2,184.8,205.6,1,0,0,1,1
70,3,0,4,36.7,24,132.5,129.2,135,138.3,146.7,139.5,157.3,175.2,161.6,145.5,0,0,0,0,0
71,1,0,3,66.7,20,174.2,195.8,200.8,207.5,197.5,149.1,166.2,169.4,170.4,193.8,0,0,0,1,1
72,1,0,3,73.3,25,224.2,218.3,229.2,235,209.2,211.2,232.5,227.3,189.3,200,0,0,0,0,0
73,4,1,4,110,25,449.2,455,425.8,408.3,429.2,353.2,309.3,359.2,363.2,375.5,0,1,0,0,0
74,4,0,4,33.3,28,124.2,123.3,117.5,127.5,142.5,139.6,153.2,129.9,118.6,126.8,0,0,0,0,0
75,5,0,2,53.3,16,105,104.2,105,111.7,107.5,118.9,108.8,125.8,106.5,119.9,0,1,0,0,0
76,4,0,3,53.3,15,154.2,147.5,150.8,144.2,145,96.9,136.1,117.1,130.7,142.8,0,0,0,0,0
77,4,0,3,53.3,14,124.2,130.8,137.5,151.7,157.5,143.7,97.4,146.8,134.3,180.4,0,1,0,0,1
78,5,0,6,26.7,20,137.5,135,139.2,140.8,142.5,166.6,129.7,109.4,126.5,140.2,0,0,0,0,0
79,4,0,2,86.7,16,190.8,185,179.2,175,172.5,137.1,173.7,198.3,160.7,183.8,0,0,0,0,0
80,4,0,3,40,18,105,107.5,110.8,118.3,110,102.9,144,141.8,129.7,120,0,0,0,0,0
81,4,0,2,63.3,18,150,129.2,125.8,117.5,94.2,154.9,102.2,112.8,75,97.9,0,0,0,0,0
82,5,0,2,80,12,131.7,123.3,156.7,175.8,117.5,90.2,98.6,119.8,129.8,134.9,0,0,0,0,0
83,1,0,4,30,16,113.3,115.8,112.5,116.7,108.3,155.3,148,137.2,109.2,98.9,0,0,0,0,0
84,1,0,4,63.3,24,248.3,252.5,251.7,242.5,248.3,255.6,205,210.8,210.6,232.1,0,0,0,0,0
85,4,0,3,40,17,116.7,112.5,109.2,114.2,116.7,84.2,97,124.1,93.5,90.9,0,0,0,0,0
86,1,0,3,60,28,172.5,175,179.2,183.3,193.3,191.2,235,231.3,257.1,225.1,0,0,0,0,0
87,5,0,4,56.7,33,189.2,180,220,213.3,217.5,173.6,160.8,178.3,180.8,166.1,1,1,0,0,0
88,2,0,5,33.3,15,145,151.7,150,163.3,163.3,144.3,142.5,153.8,154.5,178.4,0,0,0,0,0
89,1,0,4,36.7,14,145,148.3,146.7,146.7,146.7,148.6,139.8,124.8,121.2,92.5,0,0,0,0,0
90,4,0,5,36.7,15,172.5,166.7,161.7,173.3,172.5,160,171.4,192.8,201.3,155.7,1,0,0,1,1
91,4,0,4,43.3,19,150,145,145.8,160,167.5,173.2,187,212.2,225.8,220.7,0,0,0,0,0
92,4,0,2,60,23,122.5,121.7,119.2,112.5,117.5,120.6,111.3,122.6,139.7,147,0,0,0,0,0
93,3,0,1,120,19,121.7,124.2,124.2,121.7,117.5,101,109.2,99.8,130.9,122.6,0,0,0,0,0
94,5,0,4,30,11,113.3,108.3,114.2,105,108.3,78.7,83.5,83.8,89.6,104.1,0,1,0,0,0
95,5,0,10,16.7,20,141.7,145,145,151.7,149.2,155.3,185.7,156.2,160.3,193.2,0,0,0,1,0
96,4,0,1,220,28,211.7,220.8,213.3,217.5,218.3,192.2,259.9,219.5,216.2,223.9,0,1,0,1,0
97,4,0,4,56.7,29,214.2,208.3,209.2,207.5,214.2,232.2,200.1,194.8,215.4,232.3,0,0,0,0,0
98,4,0,3,33.3,22,108.3,103.3,98.3,113.3,107.5,154.2,113.8,85.7,49.2,84.1,0,0,0,0,0
99,4,0,2,60,26,120,120,115.8,113.3,115.8,122.8,159.7,137.2,144.2,119.6,0,0,0,0,0
100,5,0,3,40,13,116.7,118.3,124.2,125,131.7,143.8,156.2,181.1,165.6,185.9,0,0,0,0,0
101,1,0,5,56.7,27,273.3,275,267.5,256.7,267.5,279.1,254.2,276.8,255.7,275.6,0,0,0,0,0
102,2,0,5,33.3,8,153.3,160,158.3,170.8,160,153.4,141.9,147.4,183.5,197.7,0,0,0,0,0
103,3,0,3,50,20,150,152.5,146.7,149.2,149.2,116.5,150.7,167.8,173.1,159.3,0,0,0,0,0
104,5,0,5,33.3,16,162.5,163.3,154.2,154.2,154.2,185.6,211.2,217.6,193.7,153.9,0,0,0,0,0
105,4,0,4,43.3,24,145.8,170,160,171.7,163.3,149.1,175.2,163.8,167.2,168.2,0,0,0,0,0
106,4,0,2,106.7,24,222.5,218.3,215,213.3,222.5,247.2,263.5,214,210.5,229.8,0,0,0,0,0
107,5,0,4,36.7,30,140,139.2,137.5,138.3,145,134.2,99.2,101.9,107.4,142.2,0,1,0,0,0
108,5,0,2,63.3,15,114.2,124.2,124.2,125,122.5,126.2,108.3,109.1,136.9,112.4,0,1,0,0,0
109,1,0,5,30,17,109.2,110,120.8,130.8,144.2,113.9,111.8,147.8,175.3,170.2,0,0,0,0,0
110,3,0,6,36.7,35,195,200,206.7,216.7,224.2,181.9,230.5,197.2,189.7,238.2,0,0,0,0,0
111,2,0,4,36.7,24,146.7,141.7,137.5,144.2,144.2,140.7,125.8,125.6,140.6,106.9,0,1,0,0,0
112,1,0,4,43.3,24,151.7,148.3,161.7,164.2,155,151.5,145,148,140.7,150.3,0,0,0,0,0
113,3,0,4,40,25,168.3,165,165.8,156.7,165,156,145.3,107.8,95.2,94.1,0,0,0,0,0
114,1,0,4,40,21,139.2,135.8,149.2,150.8,147.5,178.2,161.1,140.7,153.2,145.4,0,0,0,0,0
115,1,0,2,96.7,21,181.7,183.3,192.5,188.3,180.8,218,223.3,209.7,180.8,166.8,0,0,0,0,0
116,5,0,3,40,19,107.5,118.3,112.5,104.2,107.5,121.9,119,125,144.4,125.1,0,1,0,0,1
117,2,0,4,30,19,112.5,111.7,113.3,108.3,105,106.8,112.8,116.2,128.2,99.6,0,0,0,0,0
118,1,0,6,20,22,112.5,109.2,115,109.2,115.8,152,137.1,182.2,160.3,150.2,0,0,0,0,0
119,1,0,5,36.7,29,168.3,172.5,170,173.3,169.2,209.1,216.8,192,170,181.6,1,0,0,0,0
120,5,0,3,66.7,20,242.5,215,190.8,175,245.8,277.6,282,257.3,299.5,276.4,0,0,0,0,0
121,2,0,3,40,26,119.2,113.3,117.5,117.5,119.2,138,112.8,104.9,119.2,143.7,0,0,0,0,0
122,1,0,5,30,29,135.8,141.7,140,137.5,124.2,142.2,126.7,122.1,145.9,81.7,0,0,0,0,0
123,1,0,1,103.3,15,100.8,103.3,111.7,117.5,119.2,98.5,124.4,148,110.4,136.4,0,0,0,0,1
124,5,0,7,36.7,22,225,255.8,247.5,235,241.7,234.2,240.6,200.8,258.2,278.2,0,1,0,1,0
125,2,0,4,30,20,110,112.5,120,125.8,127.5,85.1,67.4,74.8,98.7,123.8,0,0,0,0,1
126,4,0,5,26.7,19,127.5,123.3,112.5,103.3,100,45.9,42.9,59.9,68.8,35.4,0,0,0,0,0
127,5,0,3,36.7,23,122.5,124.2,112.5,121.7,108.3,112.5,103.2,118.6,81.2,60.7,0,0,0,0,0
128,1,0,3,40,26,96.7,100.8,115.8,140,125.8,123.2,112.3,118.1,120.5,160.1,0,0,0,0,0
129,4,0,3,50,30,154.2,145.8,143.3,148.3,143.3,140.4,180.8,170.1,156.4,110.6,0,0,0,0,0
130,5,0,4,30,16,115.8,110,122.5,117.5,117.5,57.8,82.4,44.9,75.2,95.1,0,0,0,0,0
131,3,0,4,33.3,18,130,141.7,142.5,134.2,129.2,127.2,132.6,122.7,126.4,88,0,0,0,0,0
132,5,0,3,50,23,149.2,141.7,141.7,144.2,144.2,114.2,134.6,161.8,132.4,127.9,0,1,0,0,0
133,2,0,4,46.7,21,170.8,173.3,179.2,180.8,185.8,156.4,206.5,205,180.5,188.9,0,0,0,0,1
134,5,0,8,20,23,149.2,161.7,165,150.8,120,99.5,99.8,77.4,116,112.7,0,0,0,0,0
135,3,0,4,30,17,105.8,112.5,108.3,107.5,108.3,159.8,127.3,105,87.7,107.2,0,0,0,0,0
136,5,1,6,53.3,33,355,342.5,362.5,342.5,316.7,347.9,346.2,346.8,347.1,318.8,0,0,0,1,0
137,2,0,3,50,25,150.8,142.5,155.8,172.5,164.2,193.1,192.2,198.7,142.2,154.4,0,0,0,0,0
138,1,0,4,46.7,21,190,175,183.3,186.7,189.2,181.8,160.9,185.4,170.8,194.9,0,0,0,0,0
139,5,0,3,46.7,20,133.3,130,141.7,145,153.3,240.9,246.2,175.7,133.3,132.8,0,0,0,0,0
140,4,0,4,33.3,25,106.7,121.7,113.3,107.5,120.8,173.4,154,157.7,130.5,137.2,0,0,0,0,0
141,5,0,5,40,21,184.2,185.8,174.2,175,175.8,140,157,135.9,168.8,168.8,0,0,0,0,0
142,1,0,3,50,23,140.8,148.3,149.2,154.2,157.5,154.2,134.8,168,191.8,188.4,0,0,0,1,0
143,5,0,3,33.3,16,102.5,91.7,99.2,103.3,101.7,132.8,137.2,129.6,124.2,118.2,0,0,0,0,0
144,5,0,4,23.3,18,91.7,110.8,105.8,127.5,109.2,74.2,103.2,89.8,90.2,105,0,0,0,0,0
145,3,0,3,53.3,13,150.8,148.3,148.3,150.8,152.5,130.1,178.2,193.3,185.2,158.8,0,0,0,0,0
146,2,0,2,100,23,193.3,192.5,212.5,195,201.7,201.2,232.8,253.1,232.4,197.1,0,0,0,0,0
147,2,0,5,36.7,19,171.7,180.8,173.3,170,170.8,157.7,177.9,182.9,195.7,151.6,0,0,0,0,0
148,1,0,3,60,22,179.2,175,110.8,91.7,66.7,143,134.2,162.3,121.8,113.3,0,1,0,0,0
149,1,0,3,36.7,17,108.3,113.3,105,115,110.8,127.5,128.9,146.7,107.1,83.4,0,1,0,0,0
150,5,0,3,43.3,14,123.3,117.5,115.8,124.2,143.3,136.8,128,137,156,113.4,0,0,0,0,0
151,3,0,2,76.7,22,145,154.2,150,149.2,147.5,93.8,87,111,115.2,130.2,0,0,0,0,0
152,5,0,3,53.3,17,166.7,183.3,176.7,172.5,152.5,134.8,154,136.2,138.4,139.8,0,0,0,0,0
153,2,0,6,20,17,121.7,112.5,120,108.3,109.2,122.9,124.2,135.7,138.6,115,0,0,0,0,0
154,4,0,6,23.3,15,121.7,120.8,116.7,121.7,120.8,98,131.1,135.5,158.2,142.3,0,0,0,0,0
155,1,0,4,50,19,192.5,194.2,188.3,180.8,188.3,122.2,143.2,139.3,171.4,171.2,0,0,0,0,0
156,5,0,3,63.3,27,190,195.8,187.5,173.3,173.3,197.2,197.1,191.9,201.8,178.8,0,0,0,0,1
157,5,0,2,60,17,118.3,120,120.8,121.7,125.8,102.4,87.7,134.4,130.1,141.9,0,0,0,0,0
158,5,0,6,23.3,20,145.8,145,142.5,136.7,130,98.8,112.2,144.5,98.7,88.9,0,0,0,0,0
159,1,0,6,26.7,21,140.8,150,147.5,145.8,150.8,143.2,119.3,105.4,131.6,148.4,0,0,0,0,0
160,4,0,8,16.7,17,109.2,100.8,104.2,110.8,111.7,134.2,127.2,125.6,128.2,134.5,0,0,0,0,0
161,5,0,6,23.3,23,113.3,124.2,134.2,124.2,133.3,172.2,144.7,132.5,146.4,146.2,0,0,0,0,0
162,1,0,4,46.7,18,182.5,178.3,179.2,180.8,178.3,168.3,179.6,164.5,189.5,181.4,0,0,0,1,0
163,2,0,6,23.3,13,143.3,139.2,139.2,141.7,136.7,172.2,155.4,124.3,150.5,139.7,0,0,0,0,0
164,4,0,4,36.7,24,141.7,140.8,143.3,140,143.3,187,164,142.9,166.8,164.6,0,0,0,0,0
165,3,0,3,66.7,16,179.2,175,194.2,193.3,191.7,175.8,173.3,168.5,169.9,193.1,1,1,0,1,1
166,3,0,4,46.7,28,148.3,148.3,166.7,179.2,148.3,157.8,139.3,130.8,146.1,115.8,0,0,0,0,0
167,2,0,5,33.3,20,150.8,154.2,147.5,143.3,145.8,136,136.8,125.4,159.4,173.2,0,0,0,0,0
168,4,0,4,30,17,123.3,118.3,130,136.7,127.5,147.5,186.7,153.9,142.9,137.6,0,0,0,0,0
169,1,0,6,26.7,19,155,163.3,155.8,145,141.7,184.7,162.5,143.4,133.4,154.6,0,0,0,0,0
170,1,0,5,30,23,137.5,148.3,140.8,144.2,148.3,160.4,152.5,110.8,134.1,139.5,0,0,0,0,0
171,3,0,4,73.3,19,283.3,285.8,283.3,278.3,271.7,302.1,314,333.2,322.8,300.6,0,0,0,0,0
172,5,0,3,76.7,27,221.7,230,236.7,233.3,215,175.5,202.3,175.9,165.7,184.2,1,0,0,1,0
173,2,0,3,76.7,18,210,200.8,222.5,226.7,216.7,221.1,221.1,186.2,192.6,206.5,1,1,0,0,0
174,4,0,4,36.7,27,122.5,137.5,140.8,140,120,163.8,138.3,100.1,122.9,124.1,0,0,0,0,1
175,2,0,5,36.7,17,174.2,170.8,174.2,184.2,176.7,205.4,198.4,201.7,159.1,139.3,0,0,0,0,0
176,4,0,3,43.3,23,109.2,116.7,128.3,120.8,115.8,90.9,96.4,135,107.4,133.7,0,0,0,0,0
177,3,0,5,40,24,173.3,180.8,184.2,185,189.2,184.6,216.5,182.6,200,209.2,0,0,0,1,0
178,4,0,6,20,22,110,110,116.7,115.8,120.8,61.5,47.9,26.7,30,68.2,0,0,0,0,0
179,4,0,3,16.7,13,131.7,137.5,163.3,120.8,44.2,66,103.4,99.8,99.6,110.8,0,0,0,0,0
180,1,0,5,30,14,139.2,138.3,142.5,141.7,142.5,119.8,101.8,96.8,127,134.2,0,0,0,0,0
181,4,0,2,63.3,16,122.5,125,120.8,119.2,118.3,95.5,86.2,129,113.9,156.5,0,1,0,0,0
182,5,0,8,30,18,234.2,200.8,182.5,191.7,169.2,130.6,123.2,118.4,128.8,163.5,0,0,0,0,0
183,1,0,4,26.7,16,100.8,108.3,99.2,110.8,111.7,129.2,153.3,123.3,138.1,133.1,0,0,0,0,0
184,4,0,6,20,17,107.5,103.3,100.8,100,103.3,111,120.1,121.7,106.2,97.7,0,0,0,0,0
185,4,0,3,53.3,27,160,156.7,153.3,157.5,158.3,130.7,147.9,152.8,148.9,196.8,0,1,0,0,0
186,4,0,4,43.3,22,165,165,173.3,172.5,165,193.5,209.7,172.6,157.2,127.8,0,0,0,0,0
187,5,0,2,103.3,28,176.7,189.2,190.8,208.3,202.5,160,201.9,182.4,184.9,219,1,0,0,0,0
188,5,0,4,36.7,18,141.7,145,148.3,136.7,143.3,135.2,127.4,133.8,152.2,164.2,0,0,0,0,0
189,3,0,6,23.3,20,121.7,121.7,132.5,129.2,124.2,107.1,142,160.2,146.2,120.1,0,0,0,0,0
190,1,0,3,56.7,27,174.2,162.5,160,165,168.3,145.4,202.2,203.4,187.4,203.8,0,0,0,0,0
191,2,0,5,26.7,21,114.2,121.7,124.2,128.3,117.5,175.9,149.1,129.5,162.8,122.2,0,0,0,0,0
192,5,0,6,0,18,81.7,75.8,69.2,49.2,119.2,91.8,94.4,138.3,142.3,122,0,0,0,0,0
193,2,0,4,33.3,21,120.8,125.8,131.7,166.7,148.3,131.1,153.8,123.5,162.4,195.8,0,0,0,0,0
194,3,0,2,53.3,16,107.5,105.8,105,108.3,106.7,139.8,108.3,88.2,83.4,48.2,0,0,0,0,0
195,5,0,5,26.7,13,117.5,146.7,135,109.2,134.2,136.3,132,97.6,130.8,181.8,0,1,0,0,0
196,5,0,1,116.7,15,112.5,118.3,115,110.8,126.7,134.3,158.9,169.6,160.5,151.9,0,0,0,0,0
197,5,0,3,36.7,21,103.3,79.2,114.2,130.8,150.8,81.6,107.7,117.5,135.8,129.8,0,0,0,0,0
198,4,1,5,76.7,23,370,367.5,355.8,310,265,405.5,384.5,352.6,338,317.7,0,0,0,1,0
199,3,0,2,76.7,22,134.2,148.3,146.7,145.8,153.3,144.7,195.4,182.5,199.8,166.9,0,0,0,1,1
200,3,0,1,253.3,24,245,248.3,252.5,260,251.7,215.8,265.5,261.8,257.4,266.7,1,0,0,1,0
201,5,0,5,20,17,105.8,97.5,90,92.5,92.5,61,72.9,102.3,81.5,48.1,0,0,0,0,0
202,3,0,5,46.7,22,137.5,220,226.7,250.8,197.5,195.2,156.2,150.9,152.3,178.8,0,0,0,1,0
203,2,0,3,36.7,13,112.5,97.5,100,100.8,106.7,185.6,162.5,119.8,111.1,88.2,0,0,0,0,0
204,5,0,6,20,20,117.5,126.7,120,117.5,109.2,84.2,82.2,89.4,94.6,101.8,0,0,0,0,0
205,1,0,2,56.7,14,103.3,95,100,110,115,107.9,126.5,129.1,132.5,133.4,0,0,0,0,0
206,4,0,4,36.7,16,144.2,139.2,140.8,150.8,147.5,184.3,192.2,179.6,161.8,169,0,1,0,0,0
207,5,0,0,0,23,161.7,145,135,86.7,130.8,57.5,52.2,63.2,70.9,66.6,0,0,0,0,0
208,5,0,3,53.3,24,150.8,153.3,155.8,162.5,155.8,206.2,192.4,149.2,169.4,172.8,0,0,0,1,0
209,1,0,1,150,18,150,150,149.2,145.8,149.2,156.6,196.8,174.7,176.5,205.8,0,0,0,0,0
210,4,0,5,50,25,230,235,235.8,235,234.2,259.3,231.9,203.1,202.7,197.9,0,1,0,1,0
211,2,0,1,230,25,202.5,211.7,220,227.5,222.5,223.1,184.5,219,233.8,254.9,1,0,0,1,0
212,1,0,4,46.7,27,172.5,176.7,185,176.7,171.7,181.2,186.4,205.7,162.5,175.2,0,0,0,0,1
213,1,0,3,36.7,16,105,102.5,114.2,104.2,105.8,101.8,84.2,95.2,102.4,105.7,0,0,0,0,0
214,4,0,2,66.7,22,133.3,144.2,139.2,133.3,138.3,144.8,155.8,151,157.2,128.7,0,0,0,0,0
215,4,0,3,33.3,16,108.3,98.3,101.7,106.7,101.7,159.2,147.3,132.6,106.2,142.6,0,0,0,0,0
216,4,0,2,53.3,20,118.3,112.5,115,105.8,107.5,136.8,120.6,89.2,113.1,93.7,0,0,0,0,0
217,5,0,4,53.3,23,174.2,185,190.8,199.2,212.5,179.6,204.5,198.2,212.3,231.2,0,1,0,0,0
218,2,0,2,76.7,10,136.7,131.7,150.8,149.2,142.5,144.8,137.3,141,143.9,120.6,0,0,0,0,0
219,5,0,7,16.7,25,115.8,114.2,111.7,102.5,79.2,129,143,124.8,87.2,87.3,0,0,0,0,0
220,2,0,5,46.7,22,217.5,228.3,218.3,226.7,217.5,230.4,211.5,223.8,237.7,224.1,0,0,0,0,0
221,4,0,4,43.3,29,179.2,178.3,163.3,164.2,160,168.9,158.1,116.8,185.9,171.4,1,0,0,0,0
222,2,0,1,136.7,28,130.8,138.3,143.3,135,144.2,191.5,183.5,188,172.5,155.6,0,0,0,0,0
223,1,0,5,46.7,24,226.7,220.8,216.7,214.2,218.3,230.1,207.7,226.2,278,275.1,0,1,0,0,0
